id;project_id;user_id;titles;created_at
64b61459-98cc-4c1d-aa12-447dca742e40;c125c603-dea7-4903-ae55-fdb5a9ff2952;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH about why you're attracted to the WRONG people"",""What Happens When You Ignore Red Flags? (Science Explained)"",""7 Beginner Dating Mistakes to Avoid (You're Doing Them)"",""The ONE Sign You're Dating the Same Person (Again & Again)"",""How to Rewire Your Brain to Find REAL Love""]";2025-12-11 23:46:34.454667+00
71e807c8-583d-4503-b3d8-aa4f48e88140;16c9ade9-71a2-41a3-89f1-b59f9bdf16be;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH about Habits that the PROS know"",""Why Your Brain Resists New Habits (It's Not Willpower!)"",""7 Beginner Habit Mistakes to Avoid (Backed by Neuroscience)"",""What Happens When You Actually Understand Habit Science?"",""The ONLY Habit System with NO LIMITS (Neuroscience Explained)""]";2025-12-11 23:54:56.500245+00
59649433-e634-4caa-b3b0-3eafc9752908;929da4e2-ae10-4379-89a1-c6ba874bc2a7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""What (Authority Figures) Understood About (Problem) That We Forgot"",""The TRUTH about (Activity) that the PROS know"",""If You're (Best Practice), You Need to Watch This"",""How (Simple Action) (Major Result)"",""These SMALL SHIFTS cut 90% of the (Problems)""]";2025-12-12 23:49:42.848963+00
45799ef9-ee8c-4390-9867-29bdd479d3f8;929da4e2-ae10-4379-89a1-c6ba874bc2a7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""What Authority Figures Understood About Investing That We Forgot"",""The TRUTH about Stocks that the PROS know (Beginner's Guide)"",""This 1-Minute Secret Makes You a Confident Investor"",""7 Beginner Investing Mistakes to Avoid (The Stock Market Explained)"",""How to Invest: The ONLY Guide with NO LIMITS (Start Today)""]";2025-12-12 23:49:53.605963+00
ed41cc51-6ab9-4e1e-85a7-e43d152c566e;929da4e2-ae10-4379-89a1-c6ba874bc2a7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""What (Authority Figures) Understood About (Problem) That We Forgot"",""The TRUTH about (Activity) that the PROS know"",""If You're (Best Practice), You Need to Watch This"",""How (Simple Action) (Major Result)"",""These SMALL SHIFTS cut 90% of the (Problems)""]";2025-12-12 23:50:05.394254+00
061796f4-06b4-4ecb-932f-28f643e8b371;d7a6218d-cc26-4dd0-9cd3-93ee7cf723f6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH about wealth that the PROS know (and you don't!)"",""What Wealthy Investors Understand That Most People Don't"",""What Happens When You Stop Playing Not to Lose?"",""Why Your Net Worth Looks Like a Sad Joke (and how to fix it)"",""6 Easy Shifts that Make Financial Freedom POSSIBLE""]";2025-12-13 00:14:51.650267+00
8c9b0711-cd6e-4312-a4e6-ba4b83a98653;cfcd0ff6-3075-4443-a32a-a7e8f0fa3e89;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH about Diversification PROS DON'T TELL YOU"",""What Wealthy People UNDERSTAND That Most Don't"",""7 Beginner Wealth-Building Mistakes to AVOID"",""The ONE Sign Your Diversification is Holding You Back"",""How Concentrated Bets Build MILLIONS (Not Index Funds)""]";2025-12-13 00:15:30.697361+00
a8274f3c-c134-4b03-9d88-f83fcd3233dd;d7a6218d-cc26-4dd0-9cd3-93ee7cf723f6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""What Wealthy People Understand That Most Don't (You're Missing This!)"",""The TRUTH About Money That Keeps You Poor (It's Not Income!)"",""7 Beginner Investing Mistakes That Guarantee You Lose Money"",""How (Simple Action) Creates Millionaires (You're Doing It Wrong!)"",""If You're Not Rich Yet, You Need to Watch This (Serious Truths)""]";2025-12-13 00:24:51.875729+00
44ca2dd6-ab72-4751-bbe4-08599e2fcba9;020fb67a-7f35-4f25-a19d-a2a87bb01ca7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH about Creatine that PROS know (After 40)"",""What Doctors Don't Tell You About Creatine After 40"",""I Tested Creatine for 3 Months. This Happened (After 40)"",""Your Body After 40 IS Failing! 8 Mistakes & How to Fix Them"",""How 5g Creatine Changed My Body After 40 (Not for Muscles!)""]";2025-12-14 22:55:12.349023+00
5ebae484-4e16-468b-9b27-2a8c48bdf33d;86a95b57-7eaf-4995-aa9a-62b95dfc5e55;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""The TRUTH About Wealth: Why Billionaires Pay ZERO Tax"",""Buy, Borrow, Die: The Secret Billionaires Use to Pay No Tax"",""What Billionaires Understand About Taxes That We Don't"",""7 Beginner Tax Mistakes to Avoid (The Rich Never Make These)"",""How Billionaires Live Like Kings With Zero Taxable Income""]";2025-12-15 15:24:03.612874+00
