id;project_id;user_id;descriptions;created_at
4028e605-1b59-4bc5-a09e-f6637e60567c;929da4e2-ae10-4379-89a1-c6ba874bc2a7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm breaking down essential stock market terms and concepts to empower you to start investing and build wealth, even if you're a complete beginner.""]";2025-12-12 23:49:36.360733+00
ab0f517a-d496-4aa8-bc98-7f376d5776e6;d7a6218d-cc26-4dd0-9cd3-93ee7cf723f6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm going to share the actual differences between how wealthy people and normal people think about, manage, and invest their money, and how you can apply these principles to your own life.""]";2025-12-13 00:14:53.121852+00
adb1222d-3271-4a7c-8446-a5c1eee2566b;cfcd0ff6-3075-4443-a32a-a7e8f0fa3e89;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I explain how the conventional wisdom of diversification is actually preventing most people from building real wealth and why concentrating your efforts can lead to greater success.""]";2025-12-13 00:15:41.480996+00
7f2f22d9-7ed9-40f9-a7d5-cd924d5cbb16;aeddc42a-dd7b-4e96-a02a-91581dac48f7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I explain how being a \""lazy investor\"" and doing nothing can actually lead to better financial returns than actively managing your portfolio, exposing why market activity often leads to underperformance.""]";2025-12-14 20:50:29.32357+00
c22a001f-0778-467d-b4ae-df11c4cbda0c;020fb67a-7f35-4f25-a19d-a2a87bb01ca7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm revealing why creatine, a simple molecule your body produces less of after 30, can be a game-changer for people over 40, helping with everything from energy to muscle growth and fat loss, by discussing how it optimizes cellular energy.""]";2025-12-14 22:55:18.831246+00
54ec4f37-58cf-4f29-a329-a7ef94792cc9;ec0afd2f-722e-4825-9142-9fd690d9926d;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I explain the hidden gut imbalance that most diet plans completely ignore after 40 and why fixing it might be the single most important step you take this year.""]";2025-12-15 11:33:53.827986+00
a2fae260-255c-4f8a-859e-a1338c7595a2;fe7c382a-1ec7-4452-9b00-51ea8d41a2b6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm telling you a story about France's current economic crisis, how it mirrors historical patterns of economic collapse, and what it means for the global economy and your investments.""]";2025-12-15 14:30:37.617131+00
f54f46c7-7044-48a3-9796-303d97fbe130;86a95b57-7eaf-4995-aa9a-62b95dfc5e55;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I explain the \""Buy, Borrow, Die\"" strategy that billionaires use to avoid income taxes and how you can apply scaled-down versions of it to your own finances.""]";2025-12-15 15:24:04.143062+00
f3258190-692b-4cee-85a5-e7b5e408ca3f;d123ebc3-0b0c-4c82-a876-5e52477c44c1;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm explaining how the current gold market manipulation, driven by paper derivatives and fractional reserve banking, mirrors the 1968 London Gold Pool collapse, and what you need to do to protect your wealth when the system inevitably breaks.""]";2025-12-15 15:51:35.106171+00
3fc54c0d-2f3d-4220-8ebc-d224128f8e91;d123ebc3-0b0c-4c82-a876-5e52477c44c1;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm telling you a story about how gold markets were manipulated in 1968 and why I believe a similar pattern is playing out today, which could impact your gold investments.""]";2025-12-15 15:51:37.976128+00
9aa19ca8-f743-47e6-bef4-b309911451a9;b5406c26-a063-440f-97e6-b1a27023c547;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I explain how the current financial system, built on principles pioneered by John D. Rockefeller, is designed to extract wealth from regular people and how we can strategically navigate it.""]";2025-12-15 16:25:38.656514+00
0c2e3e42-c633-40e1-8a7e-aa90a50a7a9d;b0caad10-e9f6-474b-9248-2b70381fffd8;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm explaining how the US dollar's global dominance has created a financial trap for both China and the United States, and how you can prepare for the system's inevitable changes.""]";2025-12-15 16:32:27.892741+00
12a6ef7d-49d0-4ed3-a08e-8e38803ec26c;03f65527-0a40-43c4-b04c-dc0a16a6bb59;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm going to explain how a simple kitchen technique involving rice can completely change how your body processes carbohydrates, especially if you're over 40 and struggling with stubborn weight.""]";2025-12-15 22:36:05.086634+00
5ac9909a-346f-4de1-9393-a6515ccaaef1;eab67660-9add-4838-a750-758b345f5cf9;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm explaining why your body changes after 40, specifically focusing on the critical role of collagen and how the supplement industry often misleads people about its proper use.""]";2025-12-15 22:43:02.227486+00
1ad63496-4bde-47b7-9e77-2a54b2692a17;eab67660-9add-4838-a750-758b345f5cf9;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""I'm going to explain how your body's collagen production changes after 40, why the supplement industry often misleads you, and the actual metabolic pattern that truly makes a difference.""]";2025-12-15 22:43:04.564976+00
